EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
200173958, , , , GO14085_LC|111113-LC-SSO_TILE
200173959, , , , GO14085_LC|111113-LC-SSO_TILE
200173960, , , , GO14085_LC|111113-LC-SSO_TILE
200173961, , , , GO14085_LC|111113-LC-SSO_TILE
200173962, , , , GO14085_LC|111113-LC-SSO_TILE
200173963, , , , GO14085_LC|111113-LC-SSO_TILE
200173964, , , , GO14085_LC|111113-LC-SSO_TILE
200173965, , , , GO14085_LC|111113-LC-SSO_TILE
200173966, , , , GO14085_LC|111113-LC-SSO_TILE
200173967, , , , GO14085_LC|111113-LC-SSO_TILE
200173968, , , , GO14085_LC|111113-LC-SSO_TILE
200173969, , , , GO14085_LC|111113-LC-SSO_TILE
200173970, , , , GO14085_LC|111113-LC-SSO_TILE
200173971, , , , GO14085_LC|111113-LC-SSO_TILE
200173972, , , , GO14085_LC|111113-LC-SSO_TILE
200173973, , , , GO14085_LC|111113-LC-SSO_TILE
200173974, , , , GO14085_LC|111113-LC-SSO_TILE
200173975, , , , GO14085_LC|111113-LC-SSO_TILE
200173976, , , , GO14085_LC|111113-LC-SSO_TILE
200173977, , , , GO14085_LC|111113-LC-SSO_TILE
200173978, , , , GO14085_LC|111113-LC-SSO_TILE
200173979, , , , GO14085_LC|111113-LC-SSO_TILE
200173980, , , , GO14085_LC|111113-LC-SSO_TILE
200173981, , , , GO14085_LC|111113-LC-SSO_TILE
200173982, , , , GO14085_LC|111113-LC-SSO_TILE
200173983, , , , GO14085_LC|111113-LC-SSO_TILE
200173984, , , , GO14085_LC|111113-LC-SSO_TILE
200173985, , , , GO14085_LC|111113-LC-SSO_TILE
200173986, , , , GO14085_LC|111113-LC-SSO_TILE
200173987, , , , GO14085_LC|111113-LC-SSO_TILE
200173988, , , , GO14085_LC|111113-LC-SSO_TILE
200173989, , , , GO14085_LC|111113-LC-SSO_TILE
200173990, , , , GO14085_LC|111113-LC-SSO_TILE
200173991, , , , GO14085_LC|111113-LC-SSO_TILE
200173992, , , , GO14085_LC|111113-LC-SSO_TILE
200173993, , , , GO14085_LC|111113-LC-SSO_TILE
200173994, , , , GO14085_LC|111113-LC-SSO_TILE
200173995, , , , GO14085_LC|111113-LC-SSO_TILE
200173996, , , , GO14085_LC|111113-LC-SSO_TILE
200173997, , , , GO14085_LC|111113-LC-SSO_TILE
200173998, , , , GO14085_LC|111113-LC-SSO_TILE
200173999, , , , GO14085_LC|111113-LC-SSO_TILE
200174000, , , , GO14085_LC|111113-LC-SSO_TILE
200174001, , , , GO14085_LC|111113-LC-SSO_TILE
200174002, , , , GO14085_LC|111113-LC-SSO_TILE
200174003, , , , GO14085_LC|111113-LC-SSO_TILE
200174004, , , , GO14085_LC|111113-LC-SSO_TILE
200174005, , , , GO14085_LC|111113-LC-SSO_TILE
200174006, , , , GO14085_LC|111113-LC-SSO_TILE
200174007, , , , GO14085_LC|111113-LC-SSO_TILE
200174008, , , , GO14085_LC|111113-LC-SSO_TILE
200174009, , , , GO14085_LC|111113-LC-SSO_TILE
200174010, , , , GO14085_LC|111113-LC-SSO_TILE
200174011, , , , GO14085_LC|111113-LC-SSO_TILE
200174012, , , , GO14085_LC|111113-LC-SSO_TILE
200174013, , , , GO14085_LC|111113-LC-SSO_TILE
200174014, , , , GO14085_LC|111113-LC-SSO_TILE
200174015, , , , GO14085_LC|111113-LC-SSO_TILE
200174016, , , , GO14085_LC|111113-LC-SSO_TILE
200174017, , , , GO14085_LC|111113-LC-SSO_TILE
200174018, , , , GO14085_LC|111113-LC-SSO_TILE
200174019, , , , GO14085_LC|111113-LC-SSO_TILE
200174020, , , , GO14085_LC|111113-LC-SSO_TILE
200174021, , , , GO14085_LC|111113-LC-SSO_TILE
200174022, , , , GO14085_LC|111113-LC-SSO_TILE
200174023, , , , GO14085_LC|111113-LC-SSO_TILE
200174024, , , , GO14085_LC|111113-LC-SSO_TILE
200174025, , , , GO14085_LC|111113-LC-SSO_TILE
200174026, , , , GO14085_LC|111113-LC-SSO_TILE
200174027, , , , GO14085_LC|111113-LC-SSO_TILE
200174028, , , , GO14085_LC|111113-LC-SSO_TILE
200174029, , , , GO14085_LC|111113-LC-SSO_TILE
200174030, , , , GO14085_LC|111113-LC-SSO_TILE
200174031, , , , GO14085_LC|111113-LC-SSO_TILE
200174032, , , , GO14085_LC|111113-LC-SSO_TILE
200174033, , , , GO14085_LC|111113-LC-SSO_TILE
200174034, , , , GO14085_LC|111113-LC-SSO_TILE
200174035, , , , GO14085_LC|111113-LC-SSO_TILE
200174036, , , , GO14085_LC|111113-LC-SSO_TILE
200174037, , , , GO14085_LC|111113-LC-SSO_TILE
200174038, , , , GO14085_LC|111113-LC-SSO_TILE
200174039, , , , GO14085_LC|111113-LC-SSO_TILE
200174040, , , , GO14085_LC|111113-LC-SSO_TILE
200174041, , , , GO14085_LC|111113-LC-SSO_TILE
200174042, , , , GO14085_LC|111113-LC-SSO_TILE
200174043, , , , GO14085_LC|111113-LC-SSO_TILE
200174044, , , , GO14085_LC|111113-LC-SSO_TILE
200174045, , , , GO14085_LC|111113-LC-SSO_TILE
200174046, , , , GO14085_LC|111113-LC-SSO_TILE
200174047, , , , GO14085_LC|111113-LC-SSO_TILE
200174048, , , , GO14085_LC|111113-LC-SSO_TILE
200174049, , , , GO14085_LC|111113-LC-SSO_TILE
200174050, , , , GO14085_LC|111113-LC-SSO_TILE
200174051, , , , GO14085_LC|111113-LC-SSO_TILE
200174052, , , , GO14085_LC|111113-LC-SSO_TILE
200174053, , , , GO14085_LC|111113-LC-SSO_TILE
200174054, , , , GO14085_LC|111113-LC-SSO_TILE
200174055, , , , GO14085_LC|111113-LC-SSO_TILE
200174056, , , , GO14085_LC|111113-LC-SSO_TILE
200174057, , , , GO14085_LC|111113-LC-SSO_TILE
200174058, , , , GO14085_LC|111113-LC-SSO_TILE
200174059, , , , GO14085_LC|111113-LC-SSO_TILE
200174060, , , , GO14085_LC|111113-LC-SSO_TILE
200174061, , , , GO14085_LC|111113-LC-SSO_TILE
200174062, , , , GO14085_LC|111113-LC-SSO_TILE
200174063, , , , GO14085_LC|111113-LC-SSO_TILE
200174064, , , , GO14085_LC|111113-LC-SSO_TILE
200174065, , , , GO14085_LC|111113-LC-SSO_TILE
200174066, , , , GO14085_LC|111113-LC-SSO_TILE
200174067, , , , GO14085_LC|111113-LC-SSO_TILE
200174068, , , , GO14085_LC|111113-LC-SSO_TILE
200174069, , , , GO14085_LC|111113-LC-SSO_TILE
200174070, , , , GO14085_LC|111113-LC-SSO_TILE
200174071, , , , GO14085_LC|111113-LC-SSO_TILE
200174072, , , , GO14085_LC|111113-LC-SSO_TILE
200174073, , , , GO14085_LC|111113-LC-SSO_TILE
200174074, , , , GO14085_LC|111113-LC-SSO_TILE
200174075, , , , GO14085_LC|111113-LC-SSO_TILE
200174076, , , , GO14085_LC|111113-LC-SSO_TILE
200174077, , , , GO14085_LC|111113-LC-SSO_TILE
200174078, , , , GO14085_LC|111113-LC-SSO_TILE
200174079, , , , GO14085_LC|111113-LC-SSO_TILE
